train_loss,epoch,step,val_loss,val_accuracy,test_loss,test_accuracy
1.3205037117004395,0,0,,,,
,0,0,1.2516505718231201,0.23000000417232513,,
1.3112515211105347,1,1,,,,
,1,1,1.2454932928085327,0.23000000417232513,,
1.3021485805511475,2,2,,,,
,2,2,1.2393810749053955,0.23000000417232513,,
1.2931345701217651,3,3,,,,
,3,3,1.2332919836044312,0.2199999988079071,,
1.2841938734054565,4,4,,,,
,4,4,1.2272217273712158,0.20000000298023224,,
1.2753263711929321,5,5,,,,
,5,5,1.2211670875549316,0.1899999976158142,,
1.2665324211120605,6,6,,,,
,6,6,1.2151249647140503,0.1899999976158142,,
1.2578121423721313,7,7,,,,
,7,7,1.209092140197754,0.20000000298023224,,
1.249165654182434,8,8,,,,
,8,8,1.2030646800994873,0.1899999976158142,,
1.2405925989151,9,9,,,,
,9,9,1.1970386505126953,0.1899999976158142,,
1.2320923805236816,10,10,,,,
,10,10,1.1910103559494019,0.1899999976158142,,
1.2236634492874146,11,11,,,,
,11,11,1.1849753856658936,0.1899999976158142,,
1.2153035402297974,12,12,,,,
,12,12,1.1789287328720093,0.1899999976158142,,
1.2070109844207764,13,13,,,,
,13,13,1.1728663444519043,0.1899999976158142,,
1.1987826824188232,14,14,,,,
,14,14,1.1667824983596802,0.20000000298023224,,
1.1906156539916992,15,15,,,,
,15,15,1.1606730222702026,0.20000000298023224,,
1.1825063228607178,16,16,,,,
,16,16,1.1545329093933105,0.20999999344348907,,
1.174451470375061,17,17,,,,
,17,17,1.1483572721481323,0.20000000298023224,,
1.1664468050003052,18,18,,,,
,18,18,1.1421422958374023,0.20000000298023224,,
1.1584888696670532,19,19,,,,
,19,19,1.1358836889266968,0.1899999976158142,,
1.1505733728408813,20,20,,,,
,20,20,1.1295777559280396,0.1899999976158142,,
1.1426969766616821,21,21,,,,
,21,21,1.1232218742370605,0.1899999976158142,,
1.1348557472229004,22,22,,,,
,22,22,1.1168131828308105,0.1899999976158142,,
1.1270467042922974,23,23,,,,
,23,23,1.1103503704071045,0.18000000715255737,,
1.1192668676376343,24,24,,,,
,24,24,1.1038321256637573,0.18000000715255737,,
1.1115134954452515,25,25,,,,
,25,25,1.097258448600769,0.18000000715255737,,
1.1037846803665161,26,26,,,,
,26,26,1.0906295776367188,0.18000000715255737,,
1.0960793495178223,27,27,,,,
,27,27,1.0839475393295288,0.18000000715255737,,
1.0883960723876953,28,28,,,,
,28,28,1.0772143602371216,0.17000000178813934,,
1.0807350873947144,29,29,,,,
,29,29,1.0704331398010254,0.17000000178813934,,
1.073096752166748,30,30,,,,
,30,30,1.0636084079742432,0.17000000178813934,,
1.065482258796692,31,31,,,,
,31,31,1.0567443370819092,0.17000000178813934,,
1.0578930377960205,32,32,,,,
,32,32,1.049846887588501,0.17000000178813934,,
1.050331950187683,33,33,,,,
,33,33,1.042922019958496,0.17000000178813934,,
1.0428013801574707,34,34,,,,
,34,34,1.0359762907028198,0.1599999964237213,,
1.0353049039840698,35,35,,,,
,35,35,1.0290173292160034,0.1599999964237213,,
1.0278466939926147,36,36,,,,
,36,36,1.0220526456832886,0.1599999964237213,,
1.0204308032989502,37,37,,,,
,37,37,1.0150902271270752,0.1599999964237213,,
1.0130620002746582,38,38,,,,
,38,38,1.0081379413604736,0.1599999964237213,,
1.0057454109191895,39,39,,,,
,39,39,1.0012047290802002,0.1599999964237213,,
0.9984861016273499,40,40,,,,
,40,40,0.9942986369132996,0.1599999964237213,,
0.9912891387939453,41,41,,,,
,41,41,0.9874280691146851,0.15000000596046448,,
0.9841602444648743,42,42,,,,
,42,42,0.9806012511253357,0.15000000596046448,,
0.977104663848877,43,43,,,,
,43,43,0.9738265872001648,0.15000000596046448,,
0.9701277017593384,44,44,,,,
,44,44,0.9671116471290588,0.15000000596046448,,
0.9632347226142883,45,45,,,,
,45,45,0.9604641795158386,0.15000000596046448,,
0.9564307928085327,46,46,,,,
,46,46,0.9538912773132324,0.15000000596046448,,
0.9497207403182983,47,47,,,,
,47,47,0.9473999738693237,0.15000000596046448,,
0.9431091547012329,48,48,,,,
,48,48,0.9409964680671692,0.15000000596046448,,
0.9366005063056946,49,49,,,,
,49,49,0.9346868991851807,0.15000000596046448,,
0.9301988482475281,50,50,,,,
,50,50,0.9284768104553223,0.15000000596046448,,
0.923907995223999,51,51,,,,
,51,51,0.9223711490631104,0.15000000596046448,,
0.9177310466766357,52,52,,,,
,52,52,0.9163743853569031,0.15000000596046448,,
0.9116714000701904,53,53,,,,
,53,53,0.9104905724525452,0.15000000596046448,,
0.9057314395904541,54,54,,,,
,54,54,0.9047232270240784,0.15000000596046448,,
0.899913489818573,55,55,,,,
,55,55,0.8990753889083862,0.15000000596046448,,
0.8942195773124695,56,56,,,,
,56,56,0.8935495615005493,0.15000000596046448,,
0.8886512517929077,57,57,,,,
,57,57,0.8881480693817139,0.15000000596046448,,
0.8832098245620728,58,58,,,,
,58,58,0.8828721642494202,0.15000000596046448,,
0.8778959512710571,59,59,,,,
,59,59,0.8777233362197876,0.15000000596046448,,
0.8727102875709534,60,60,,,,
,60,60,0.8727021217346191,0.14000000059604645,,
0.8676527142524719,61,61,,,,
,61,61,0.8678089380264282,0.14000000059604645,,
0.8627235293388367,62,62,,,,
,62,62,0.8630437254905701,0.14000000059604645,,
0.857921838760376,63,63,,,,
,63,63,0.8584060668945312,0.14000000059604645,,
0.8532472252845764,64,64,,,,
,64,64,0.8538952469825745,0.12999999523162842,,
0.8486984968185425,65,65,,,,
,65,65,0.8495074510574341,0.12999999523162842,,
0.8442729711532593,66,66,,,,
,66,66,0.8452439904212952,0.11999999731779099,,
0.8399684429168701,67,67,,,,
,67,67,0.8411024212837219,0.11999999731779099,,
0.8357849717140198,68,68,,,,
,68,68,0.837086021900177,0.11999999731779099,,
0.8317207098007202,69,69,,,,
,69,69,0.83318692445755,0.11999999731779099,,
0.827780544757843,70,70,,,,
,70,70,0.8294005393981934,0.11999999731779099,,
0.8239488005638123,71,71,,,,
,71,71,0.8257330060005188,0.11999999731779099,,
0.8202272057533264,72,72,,,,
,72,72,0.8221808075904846,0.11999999731779099,,
0.816621720790863,73,73,,,,
,73,73,0.8187340497970581,0.11999999731779099,,
0.8131308555603027,74,74,,,,
,74,74,0.8153978586196899,0.10999999940395355,,
0.8097426891326904,75,75,,,,
,75,75,0.8121621012687683,0.10999999940395355,,
0.8064635992050171,76,76,,,,
,76,76,0.8090343475341797,0.10000000149011612,,
0.8032724857330322,77,77,,,,
,77,77,0.8059934973716736,0.10000000149011612,,
0.8001915812492371,78,78,,,,
,78,78,0.8030545115470886,0.09000000357627869,,
0.7971861958503723,79,79,,,,
,79,79,0.8002225756645203,0.09000000357627869,,
0.7943033576011658,80,80,,,,
,80,80,0.7974728941917419,0.09000000357627869,,
0.7914801239967346,81,81,,,,
,81,81,0.7948176860809326,0.09000000357627869,,
0.7887569665908813,82,82,,,,
,82,82,0.7922189831733704,0.07999999821186066,,
0.7861332893371582,83,83,,,,
,83,83,0.7897300720214844,0.07999999821186066,,
0.7835849523544312,84,84,,,,
,84,84,0.7873134016990662,0.07000000029802322,,
0.7810962796211243,85,85,,,,
,85,85,0.7849662899971008,0.07000000029802322,,
0.7786962985992432,86,86,,,,
,86,86,0.7826977372169495,0.07000000029802322,,
0.7763870358467102,87,87,,,,
,87,87,0.7805023193359375,0.07000000029802322,,
0.7741259932518005,88,88,,,,
,88,88,0.7783653736114502,0.05999999865889549,,
0.7719409465789795,89,89,,,,
,89,89,0.7763084173202515,0.05999999865889549,,
0.7698314189910889,90,90,,,,
,90,90,0.7743072509765625,0.05999999865889549,,
0.7677671313285828,91,91,,,,
,91,91,0.7723716497421265,0.05999999865889549,,
0.7657786011695862,92,92,,,,
,92,92,0.770488977432251,0.05999999865889549,,
0.7638445496559143,93,93,,,,
,93,93,0.7686557173728943,0.05999999865889549,,
0.7619625926017761,94,94,,,,
,94,94,0.7668889760971069,0.05999999865889549,,
0.7601520419120789,95,95,,,,
,95,95,0.7651641964912415,0.05999999865889549,,
0.7583723664283752,96,96,,,,
,96,96,0.7635001540184021,0.05999999865889549,,
0.7566536664962769,97,97,,,,
,97,97,0.7618704438209534,0.07000000029802322,,
0.7549717426300049,98,98,,,,
,98,98,0.7602943181991577,0.07999999821186066,,
0.7533411979675293,99,99,,,,
,99,99,0.7587608098983765,0.10000000149011612,,
0.7517520785331726,100,100,,,,
,100,100,0.7572707533836365,0.10000000149011612,,
0.7502062320709229,101,101,,,,
,101,101,0.7558168172836304,0.10000000149011612,,
0.7487000226974487,102,102,,,,
